R_m,A,outcome,P,T,E,E2,how_P,E_over_Eb_at_pulse_end_P,impacts_in_pulse_P,N_min_P,max_H_over_N_P,contact_label
1.0,5.22,O,O,O,O,O,event,1.061326872314,0,0.901709854,0.384096505,ideal no-slip/no-flight constraint result
1.0,5.23,O,O,O,O,O,event,1.094180825305,0,0.901327758,0.384490184,ideal no-slip/no-flight constraint result
1.0,5.24,O,O,O,O,O,event,1.127401733765,0,0.900942597,0.384883702,ideal no-slip/no-flight constraint result
1.0,5.25,O,O,O,O,O,event,1.160900928789,0,0.900557323,0.385277177,ideal no-slip/no-flight constraint result
1.0,5.26,O,O,O,O,O,event,1.194620884433,0,0.900169786,0.385670658,ideal no-slip/no-flight constraint result
1.0,5.27,O,O,O,O,O,event,1.228520815054,0,0.899779906,0.386063764,ideal no-slip/no-flight constraint result
1.0,5.28,O,O,O,O,O,event,1.262570129588,0,0.899388828,0.386456623,ideal no-slip/no-flight constraint result
1.0,5.29,O,O,O,O,O,event,1.296744968059,0,0.898996725,0.386849587,ideal no-slip/no-flight constraint result
1.0,5.30,O,O,O,O,O,event,1.331026175890,0,0.898601272,0.387242761,ideal no-slip/no-flight constraint result
1.0,5.31,O,O,O,O,O,event,1.365398031102,0,0.898205786,0.387636103,ideal no-slip/no-flight constraint result
1.0,5.32,O,O,O,O,O,event,1.399847400116,0,0.897807762,0.388028839,ideal no-slip/no-flight constraint result
1.0,5.33,O,O,O,O,O,event,1.434363153593,0,0.897408419,0.388422242,ideal no-slip/no-flight constraint result
1.0,5.34,O,O,O,O,O,event,1.468935748153,0,0.897007193,0.388815356,ideal no-slip/no-flight constraint result
1.0,5.35,O,O,O,O,O,event,1.503556918314,0,0.896603642,0.389208283,ideal no-slip/no-flight constraint result
1.0,5.36,O,O,O,O,O,event,1.538219444194,0,0.896199017,0.389601075,ideal no-slip/no-flight constraint result
1.0,5.37,O,O,O,O,O,event,1.572916972773,0,0.895792755,0.389993900,ideal no-slip/no-flight constraint result
1.0,5.38,O,O,O,O,O,event,1.607643877969,0,0.895385058,0.390386583,ideal no-slip/no-flight constraint result
1.0,5.39,O,O,O,O,O,event,1.642395149426,0,0.894975140,0.390779184,ideal no-slip/no-flight constraint result
1.0,5.40,O,O,O,O,O,event,1.677166302946,0,0.894564122,0.391171567,ideal no-slip/no-flight constraint result
1.0,5.41,O,O,O,O,O,event,1.711953307504,0,0.894151421,0.391563576,ideal no-slip/no-flight constraint result
1.0,5.42,O,O,O,O,O,event,1.746752525135,0,0.893736392,0.391956380,ideal no-slip/no-flight constraint result
1.0,5.43,O,O,O,O,O,event,1.781560660966,0,0.893320042,0.392348344,ideal no-slip/no-flight constraint result
1.0,5.44,O,O,O,O,O,event,1.816374721324,0,0.892902137,0.392740140,ideal no-slip/no-flight constraint result
1.0,5.45,O,O,O,O,O,event,1.851191978339,0,0.892482719,0.393132797,ideal no-slip/no-flight constraint result
1.0,5.46,O,O,O,O,O,event,1.886009939824,0,0.892061560,0.393525292,ideal no-slip/no-flight constraint result
1.0,5.47,O,O,O,O,O,event,1.920826323491,0,0.891637974,0.393917620,ideal no-slip/no-flight constraint result
1.0,5.48,O,O,O,O,O,event,1.955639034725,0,0.891212890,0.394309817,ideal no-slip/no-flight constraint result
1.0,5.49,O,O,O,O,O,event,1.990446147347,0,0.890786487,0.394701910,ideal no-slip/no-flight constraint result
1.0,5.50,O,O,O,O,O,event,2.025245886860,0,0.890358964,0.395093918,ideal no-slip/no-flight constraint result
1.0,5.51,O,O,O,O,O,event,2.060036615799,0,0.889929362,0.395485857,ideal no-slip/no-flight constraint result
1.0,5.52,O,O,O,O,O,event,2.094816820860,0,0.889497472,0.395877352,ideal no-slip/no-flight constraint result
1.0,5.53,O,O,O,O,O,event,2.129585101554,0,0.889065477,0.396269169,ideal no-slip/no-flight constraint result
1.0,5.54,O,O,O,O,O,event,2.164340160154,0,0.888629708,0.396660967,ideal no-slip/no-flight constraint result
1.0,5.55,O,O,O,O,O,event,2.199080792771,0,0.888193551,0.397052742,ideal no-slip/no-flight constraint result
1.0,5.56,O,O,O,O,O,event,2.233805881393,0,0.887755327,0.397443814,ideal no-slip/no-flight constraint result
1.0,5.57,O,O,O,O,O,event,2.268514386771,0,0.887316055,0.397835268,ideal no-slip/no-flight constraint result
1.0,5.58,O,O,O,O,O,event,2.303205342038,0,0.886874556,0.398226935,ideal no-slip/no-flight constraint result
1.0,5.59,O,O,O,O,O,event,2.337877846967,0,0.886432311,0.398619150,ideal no-slip/no-flight constraint result
1.0,5.60,O,O,O,O,O,event,2.372531062795,0,0.885986682,0.399010447,ideal no-slip/no-flight constraint result
1.0,5.61,O,O,O,O,O,event,2.407164207549,0,0.885540891,0.399402387,ideal no-slip/no-flight constraint result
1.0,5.62,O,O,O,O,O,event,2.441776551805,0,0.885092665,0.399793686,ideal no-slip/no-flight constraint result
1.0,5.63,O,O,O,O,O,event,2.476367414837,0,0.884642870,0.400185155,ideal no-slip/no-flight constraint result
1.0,5.64,O,O,O,O,O,event,2.510936161116,0,0.884192699,0.400576484,ideal no-slip/no-flight constraint result
1.0,5.65,O,O,O,O,O,event,2.545482197119,0,0.883739317,0.400967590,ideal no-slip/no-flight constraint result
1.0,5.66,O,O,O,O,O,event,2.580004968403,0,0.883284332,0.401358211,ideal no-slip/no-flight constraint result
1.0,5.67,O,O,O,O,O,event,2.614503956945,0,0.882828334,0.401749795,ideal no-slip/no-flight constraint result
1.0,5.68,O,O,O,O,O,event,2.648978678681,0,0.882371029,0.402140199,ideal no-slip/no-flight constraint result
1.0,5.69,O,O,O,O,O,event,2.683428681267,0,0.881911068,0.402531844,ideal no-slip/no-flight constraint result
1.0,5.70,O,O,O,O,O,event,2.717853542005,0,0.881449718,0.402922503,ideal no-slip/no-flight constraint result
1.0,5.71,O,O,O,O,O,event,2.752252865936,0,0.880986901,0.403314176,ideal no-slip/no-flight constraint result
1.0,5.72,O,O,O,O,O,event,2.786626284087,0,0.880523039,0.403704650,ideal no-slip/no-flight constraint result
1.0,5.73,O,O,O,O,O,event,2.820973451838,0,0.880057370,0.404096170,ideal no-slip/no-flight constraint result
1.0,5.74,O,O,O,O,O,event,2.855294047426,0,0.879590098,0.404487359,ideal no-slip/no-flight constraint result
1.0,5.75,O,O,O,O,O,event,2.889587770548,0,0.879120467,0.404878241,ideal no-slip/no-flight constraint result
1.0,5.76,O,O,O,O,O,event,2.923854341071,0,0.878648700,0.405269078,ideal no-slip/no-flight constraint result
1.0,5.77,O,O,O,O,O,event,2.958093497831,0,0.878176043,0.405659919,ideal no-slip/no-flight constraint result
1.0,5.78,O,O,O,O,O,event,2.992304997521,0,0.877701783,0.406050508,ideal no-slip/no-flight constraint result
1.0,5.79,O,O,O,O,O,event,3.026488613649,0,0.877225910,0.406440862,ideal no-slip/no-flight constraint result
1.0,5.80,O,O,O,O,O,event,3.060644135573,0,0.876748415,0.406831002,ideal no-slip/no-flight constraint result
1.0,5.81,O,O,O,O,O,event,3.094771367599,0,0.876269451,0.407222459,ideal no-slip/no-flight constraint result
1.0,5.82,O,O,O,O,O,event,3.128870128139,0,0.875788700,0.407612661,ideal no-slip/no-flight constraint result
1.0,5.83,O,O,O,O,O,event,3.162940248923,0,0.875306300,0.408003160,ideal no-slip/no-flight constraint result
1.0,5.84,O,O,O,O,O,event,3.196981574266,0,0.874822257,0.408394217,ideal no-slip/no-flight constraint result
1.0,5.85,O,O,O,O,O,event,3.230993960373,0,0.874336578,0.408785089,ideal no-slip/no-flight constraint result
1.0,5.86,O,O,O,O,O,event,3.264977274699,0,0.873849270,0.409175792,ideal no-slip/no-flight constraint result
1.0,5.87,O,O,O,O,O,event,3.298931395343,0,0.873360346,0.409566339,ideal no-slip/no-flight constraint result
1.0,5.88,O,O,O,O,O,event,3.332856210475,0,0.872869819,0.409956743,ideal no-slip/no-flight constraint result
1.0,5.89,O,O,O,O,O,event,3.366751617808,0,0.872377705,0.410347015,ideal no-slip/no-flight constraint result
1.0,5.90,O,O,O,O,O,event,3.400617524094,0,0.871883900,0.410737713,ideal no-slip/no-flight constraint result
1.0,5.91,O,O,O,O,O,event,3.434453844650,0,0.871388508,0.411128088,ideal no-slip/no-flight constraint result
1.0,5.92,O,O,O,O,O,event,3.468260502919,0,0.870891574,0.411518355,ideal no-slip/no-flight constraint result
1.0,5.93,O,O,O,O,O,event,3.502037430045,0,0.870393120,0.411908523,ideal no-slip/no-flight constraint result
1.0,5.94,O,O,O,O,O,event,3.535784564485,0,0.869893172,0.412298602,ideal no-slip/no-flight constraint result
1.0,5.95,O,O,O,O,O,event,3.569501851633,0,0.869391759,0.412688599,ideal no-slip/no-flight constraint result
1.0,5.96,O,O,O,O,O,event,3.603189243471,0,0.868888342,0.413078679,ideal no-slip/no-flight constraint result
1.0,5.97,O,O,O,O,O,event,3.636846698236,0,0.868382673,0.413469288,ideal no-slip/no-flight constraint result
1.0,5.98,O,O,O,O,O,event,3.670474180108,0,0.867875537,0.413859811,ideal no-slip/no-flight constraint result
1.0,5.99,O,O,O,O,O,event,3.704071658914,0,0.867366968,0.414250255,ideal no-slip/no-flight constraint result
1.0,6.00,O,O,O,O,O,event,3.737639109846,0,0.866857003,0.414640627,ideal no-slip/no-flight constraint result
2.0,1.00,S,S,S,S,S,rest,0.000000000000,0,1.000000000,0.202710036,within contact bounds
2.0,1.01,S,S,S,S,S,rest,0.000000000000,702,0.943138897,0.203216272,within contact bounds
2.0,1.02,S,S,S,S,S,energy outward,0.000000736771,393,0.945432525,0.203722137,within contact bounds
2.0,1.03,S,S,S,S,S,energy outward,0.000015346110,368,0.941602458,0.204227202,within contact bounds
2.0,1.04,S,S,S,S,S,energy after landing,0.000043067897,26,0.944395390,0.204731778,within contact bounds
2.0,1.05,S,S,S,S,S,energy after landing,0.000485660100,15,0.941178434,0.205235768,within contact bounds
2.0,1.06,S,S,S,S,S,energy after landing,0.001125408444,10,0.944424191,0.205739123,within contact bounds
2.0,1.07,S,S,S,S,S,energy outward,0.002500932432,8,0.945118632,0.206241742,within contact bounds
2.0,1.08,S,S,S,S,S,energy outward,0.002019328924,6,0.951243160,0.206743703,within contact bounds
2.0,1.09,S,S,S,S,S,energy after landing,0.006955528371,5,0.943875748,0.207245382,within contact bounds
2.0,1.10,S,S,S,S,S,energy after landing,0.001053560501,4,0.958059083,0.207746247,within contact bounds
2.0,1.11,S,S,S,S,S,energy after landing,0.009788699173,3,0.953769490,0.208246547,within contact bounds
2.0,1.12,S,S,S,S,S,energy after landing,0.015825014859,3,0.949364864,0.208746400,within contact bounds
2.0,1.13,S,S,S,S,S,energy after landing,0.018212984484,3,0.944772251,0.209245612,within contact bounds
2.0,1.14,S,S,S,S,S,energy after landing,0.014875757875,3,0.939869962,0.209744050,within contact bounds
2.0,1.15,S,S,S,S,S,energy outward,0.000498037907,3,0.959009683,0.210242319,within contact bounds
2.0,1.16,S,S,S,S,S,energy after landing,0.010389216473,1,0.967820971,0.210739961,within contact bounds
2.0,1.17,S,S,S,S,S,energy after landing,0.020591198760,1,0.966144756,0.211236879,within contact bounds
2.0,1.18,S,S,S,S,S,energy after landing,0.030550464259,1,0.964503218,0.211733321,within contact bounds
2.0,1.19,S,S,S,S,S,energy after landing,0.040281400537,1,0.962895685,0.212229332,within contact bounds
2.0,1.20,S,S,S,S,S,energy outward,0.049796674408,1,0.961321508,0.212724821,within contact bounds
2.0,1.21,S,S,S,S,S,energy outward,0.059107528287,1,0.959780058,0.213219709,within contact bounds
2.0,1.22,S,S,S,S,S,energy outward,0.068224013271,1,0.958270725,0.213714150,within contact bounds
2.0,1.23,S,S,S,S,S,energy outward,0.077155174720,1,0.956792919,0.214208286,within contact bounds
2.0,1.24,S,S,S,S,S,energy outward,0.085909201656,1,0.955346065,0.214701793,within contact bounds
2.0,1.25,S,S,S,S,S,energy outward,0.094493548266,1,0.953929610,0.215194475,within contact bounds
2.0,1.26,S,S,S,S,S,energy outward,0.102915033621,1,0.952543014,0.215687177,within contact bounds
2.0,1.27,S,S,S,S,S,energy outward,0.111179924225,1,0.951185755,0.216179160,within contact bounds
2.0,1.28,S,S,S,S,S,energy outward,0.119294002878,1,0.949857326,0.216670694,within contact bounds
2.0,1.29,S,S,S,S,S,energy outward,0.127262626548,1,0.948557235,0.217161738,within contact bounds
2.0,1.30,S,S,S,S,S,energy outward,0.135090775327,1,0.947285004,0.217652331,within contact bounds
2.0,1.31,S,S,S,S,S,energy outward,0.142783094105,1,0.946040171,0.218142435,within contact bounds
2.0,1.32,S,S,S,S,S,energy outward,0.150343928261,1,0.944822285,0.218632187,within contact bounds
2.0,1.33,S,S,S,S,S,energy outward,0.157777354392,1,0.943630910,0.219121319,within contact bounds
2.0,1.34,S,S,S,S,S,energy outward,0.165087206906,1,0.942465620,0.219610041,within contact bounds
2.0,1.35,S,S,S,S,S,energy outward,0.172277101150,1,0.941326004,0.220098449,within contact bounds
2.0,1.36,S,S,S,S,S,energy outward,0.179350453616,1,0.940211662,0.220586257,within contact bounds
2.0,1.37,S,S,S,S,S,energy outward,0.186310499672,1,0.939122204,0.221073469,within contact bounds
2.0,1.38,S,S,S,S,S,energy outward,0.193160309180,1,0.938057251,0.221560449,within contact bounds
2.0,1.39,S,S,S,S,S,energy outward,0.199902800315,1,0.937016437,0.222047113,within contact bounds
2.0,1.40,S,S,S,S,S,energy outward,0.206540751829,1,0.935999404,0.222533368,within contact bounds
2.0,1.41,S,S,S,S,S,energy outward,0.213076813974,1,0.935005805,0.223019056,within contact bounds
2.0,1.42,S,S,S,S,S,energy outward,0.219513518272,1,0.934035300,0.223504321,within contact bounds
2.0,1.43,S,S,S,S,S,energy outward,0.225853286271,1,0.933087562,0.223989171,within contact bounds
2.0,1.44,S,S,S,S,S,energy outward,0.232098437423,1,0.932162272,0.224473602,within contact bounds
2.0,1.45,S,S,S,S,S,energy outward,0.238251196185,1,0.931259117,0.224957619,within contact bounds
2.0,1.46,S,S,S,S,S,energy outward,0.244313698450,1,0.930377795,0.225441224,within contact bounds
2.0,1.47,S,S,S,S,S,energy outward,0.250287997374,1,0.929518012,0.225924418,within contact bounds
2.0,1.48,S,S,S,S,S,energy outward,0.256176068676,1,0.928679480,0.226407206,within contact bounds
2.0,1.49,S,S,S,S,S,energy outward,0.261979815472,1,0.927861921,0.226889588,within contact bounds
2.0,1.50,S,S,S,S,S,energy outward,0.267701072686,1,0.927065063,0.227371566,within contact bounds
2.0,1.51,S,S,S,S,S,energy outward,0.273341611094,1,0.926288642,0.227853016,within contact bounds
2.0,1.52,S,S,S,S,S,energy outward,0.278903141033,1,0.925532399,0.228334173,within contact bounds
2.0,1.53,S,S,S,S,S,energy outward,0.284387315813,1,0.924796084,0.228814881,within contact bounds
2.0,1.54,S,S,S,S,S,energy outward,0.289795734862,1,0.924079452,0.229295324,within contact bounds
2.0,1.55,S,S,S,S,S,energy outward,0.295129946627,1,0.923382266,0.229775533,within contact bounds
2.0,1.56,S,S,S,S,S,energy outward,0.300391451261,1,0.922704293,0.230255172,within contact bounds
2.0,1.57,S,S,S,S,S,energy outward,0.305581703109,1,0.922045307,0.230734362,within contact bounds
2.0,1.58,S,S,S,S,S,energy outward,0.310702113021,1,0.921405088,0.231212941,within contact bounds
2.0,1.59,S,S,S,S,S,energy outward,0.315754050494,1,0.920783421,0.231691667,within contact bounds
2.0,1.60,S,S,S,S,S,energy outward,0.320738845681,1,0.920180098,0.232169808,within contact bounds
2.0,1.61,S,S,S,S,S,energy outward,0.325657791249,1,0.919594913,0.232647607,within contact bounds
2.0,1.62,S,S,S,S,S,energy outward,0.330512144126,1,0.919027669,0.233124790,within contact bounds
2.0,1.63,S,S,S,S,S,energy outward,0.335303127132,1,0.918478171,0.233675868,within contact bounds
2.0,1.64,S,S,S,S,S,energy outward,0.340031930507,1,0.917946230,0.234327270,within contact bounds
2.0,1.65,S,S,S,S,S,energy outward,0.344699713343,1,0.917431662,0.234948455,within contact bounds
2.0,1.66,S,S,S,S,S,energy outward,0.349307604930,1,0.916934287,0.235537846,within contact bounds
2.0,1.67,S,S,S,S,S,energy outward,0.353856706028,1,0.916453930,0.236095858,within contact bounds
2.0,1.68,S,S,S,S,S,energy outward,0.358348090054,1,0.915990419,0.236622895,within contact bounds
2.0,1.69,S,S,S,S,S,energy outward,0.362782804210,1,0.915543587,0.237119350,within contact bounds
2.0,1.70,S,S,S,S,S,energy outward,0.367161870545,1,0.915113272,0.237585606,within contact bounds
2.0,1.71,S,S,S,S,S,energy outward,0.371486286956,1,0.914699315,0.238022035,within contact bounds
2.0,1.72,S,S,S,S,S,energy outward,0.375757028142,1,0.914301560,0.238428999,within contact bounds
2.0,1.73,S,S,S,S,S,energy outward,0.379975046498,1,0.913919856,0.238806853,within contact bounds
2.0,1.74,S,S,S,S,S,energy outward,0.384141272973,1,0.913554056,0.239155938,within contact bounds
2.0,1.75,S,S,S,S,S,energy outward,0.388256617875,1,0.913204015,0.239476591,within contact bounds
2.0,1.76,S,S,S,S,S,energy outward,0.392321971642,1,0.912869593,0.239769889,within contact bounds
2.0,1.77,S,S,S,S,S,energy outward,0.396338205572,1,0.912550651,0.240241605,within contact bounds
2.0,1.78,S,S,S,S,S,energy outward,0.400306172519,1,0.912247056,0.240713639,within contact bounds
2.0,1.79,S,S,S,S,S,energy outward,0.404226707556,1,0.911958676,0.241184634,within contact bounds
2.0,1.80,S,S,S,S,S,energy outward,0.408100628607,1,0.911685385,0.241655904,within contact bounds
2.0,1.81,S,S,S,S,S,energy outward,0.411928737049,1,0.911427056,0.242126296,within contact bounds
2.0,1.82,S,S,S,S,S,energy outward,0.415711818289,1,0.911183567,0.242596856,within contact bounds
2.0,1.83,S,S,S,S,S,energy outward,0.419450642314,1,0.910954800,0.243066748,within contact bounds
2.0,1.84,S,S,S,S,S,energy outward,0.423145964218,1,0.910740638,0.243536341,within contact bounds
2.0,1.85,S,S,S,S,S,energy outward,0.426798524704,1,0.910540967,0.244005629,within contact bounds
2.0,1.86,S,S,S,S,S,energy outward,0.430409050572,1,0.910355676,0.244474646,within contact bounds
2.0,1.87,S,S,S,S,S,energy outward,0.433978255177,1,0.910184657,0.244943171,within contact bounds
2.0,1.88,S,S,S,S,S,energy outward,0.437506838875,1,0.910027803,0.245411412,within contact bounds
2.0,1.89,S,S,S,S,S,energy outward,0.440995489451,1,0.909885010,0.245879601,within contact bounds
2.0,1.90,S,S,S,S,S,energy outward,0.444444882528,1,0.909756177,0.246347118,within contact bounds
2.0,1.91,S,S,S,S,S,energy outward,0.447855681961,1,0.909641206,0.246814541,within contact bounds
2.0,1.92,S,S,S,S,S,energy outward,0.451228540216,1,0.909539623,0.247281519,within contact bounds
2.0,1.93,S,S,S,S,S,energy outward,0.454564098739,1,0.909442365,0.247748172,within contact bounds
2.0,1.94,S,S,S,S,S,energy outward,0.457862988301,1,0.909345580,0.248214621,within contact bounds
2.0,1.95,S,S,S,S,S,energy outward,0.461125829343,1,0.909249494,0.248680499,within contact bounds
2.0,1.96,S,S,S,S,S,energy outward,0.464353232303,1,0.909154183,0.249146433,within contact bounds
2.0,1.97,S,S,S,S,S,energy outward,0.467545797930,1,0.909059663,0.249611529,within contact bounds
2.0,1.98,S,S,S,S,S,energy outward,0.470704117589,1,0.908965606,0.250076960,within contact bounds
2.0,1.99,S,S,S,S,S,energy outward,0.473828773558,1,0.908872233,0.250541270,within contact bounds
2.0,2.00,S,S,S,S,S,energy outward,0.476920339315,1,0.908779703,0.251006090,within contact bounds
2.0,2.01,S,S,S,S,S,energy outward,0.479979379809,1,0.908687717,0.251470279,within contact bounds
2.0,2.02,S,S,S,S,S,energy outward,0.483006451734,1,0.908596330,0.251934000,within contact bounds
2.0,2.03,S,S,S,S,S,energy outward,0.486002103782,1,0.908505814,0.252397713,within contact bounds
2.0,2.04,S,S,S,S,S,energy outward,0.488966876900,1,0.908415757,0.252860639,within contact bounds
2.0,2.05,S,S,S,S,S,energy outward,0.491901304532,1,0.908326413,0.253323836,within contact bounds
2.0,2.06,S,S,S,S,S,energy outward,0.494805912855,1,0.908237858,0.253786340,within contact bounds
2.0,2.07,S,S,S,S,S,energy outward,0.497681221010,1,0.908149697,0.254248682,within contact bounds
2.0,2.08,S,S,S,S,S,energy outward,0.500527741327,1,0.908062481,0.254710738,within contact bounds
2.0,2.09,S,S,S,S,S,energy outward,0.503345979539,1,0.907975617,0.255172127,within contact bounds
2.0,2.10,S,S,S,S,S,energy outward,0.506136434998,1,0.907889650,0.255633895,within contact bounds
2.0,2.11,S,S,S,S,S,energy outward,0.508899600881,1,0.907804138,0.256094773,within contact bounds
2.0,2.12,S,S,S,S,S,energy outward,0.511635964387,1,0.907719430,0.256555455,within contact bounds
2.0,2.13,S,S,S,S,S,energy outward,0.514346006939,1,0.907635200,0.257016312,within contact bounds
2.0,2.14,S,S,S,S,S,energy outward,0.517030204371,1,0.907551801,0.257476365,within contact bounds
2.0,2.15,S,S,S,S,S,energy outward,0.519689027115,1,0.907468802,0.257936257,within contact bounds
2.0,2.16,S,S,S,S,S,energy outward,0.522322940389,1,0.907386693,0.258395972,within contact bounds
2.0,2.17,S,S,S,S,S,energy outward,0.524932404367,1,0.907304946,0.258855004,within contact bounds
2.0,2.18,S,S,S,S,S,energy outward,0.527517874361,1,0.907224164,0.259314318,within contact bounds
2.0,2.19,S,S,S,S,S,energy outward,0.530079800991,1,0.907143640,0.259773080,within contact bounds
2.0,2.20,S,S,S,S,S,energy outward,0.532618630347,1,0.907063982,0.260231054,within contact bounds
2.0,2.21,S,S,S,S,S,energy outward,0.535134804161,1,0.906984902,0.260689552,within contact bounds
2.0,2.22,S,S,S,S,S,energy outward,0.537628759963,1,0.906906339,0.261147441,within contact bounds
2.0,2.23,S,S,S,S,S,energy outward,0.540100931243,1,0.906828647,0.261604688,within contact bounds
2.0,2.24,S,S,S,S,S,energy outward,0.542551747603,1,0.906751263,0.262062342,within contact bounds
2.0,2.25,S,S,S,S,S,energy outward,0.544981634913,1,0.906674661,0.262519341,within contact bounds
2.0,2.26,S,S,S,S,S,energy outward,0.547391015460,1,0.906598784,0.262975620,within contact bounds
2.0,2.27,S,S,S,S,S,energy outward,0.549780308096,1,0.906523266,0.263432378,within contact bounds
2.0,2.28,S,S,S,S,S,energy outward,0.552149928387,1,0.906448560,0.263888523,within contact bounds
2.0,2.29,S,S,S,S,S,energy outward,0.554500288752,1,0.906374498,0.264344044,within contact bounds
2.0,2.30,S,S,S,S,S,energy outward,0.556831798612,1,0.906300809,0.264799797,within contact bounds
2.0,2.31,S,S,S,S,S,energy outward,0.559144864524,1,0.906227892,0.265255305,within contact bounds
2.0,2.32,S,S,S,S,S,energy outward,0.561439890324,1,0.906155720,0.265710092,within contact bounds
2.0,2.33,S,S,S,S,S,energy outward,0.563717277265,1,0.906083820,0.266164933,within contact bounds
2.0,2.34,S,S,S,S,S,energy outward,0.565977424148,1,0.906012687,0.266619505,within contact bounds
2.0,2.35,S,S,S,S,S,energy outward,0.568220727466,1,0.905942255,0.267073572,within contact bounds
2.0,2.36,S,S,S,S,S,energy outward,0.570447581528,1,0.905872350,0.267527271,within contact bounds
2.0,2.37,S,S,S,S,S,energy outward,0.572658378599,1,0.905802951,0.267981133,within contact bounds
2.0,2.38,S,S,S,S,S,energy outward,0.574853509030,1,0.905734236,0.268434495,within contact bounds
2.0,2.39,S,S,S,S,S,energy outward,0.577033361388,1,0.905666288,0.268887031,within contact bounds
2.0,2.40,S,S,S,S,S,energy outward,0.579198322590,1,0.905598707,0.269340198,within contact bounds
2.0,2.41,S,S,S,S,S,energy outward,0.581348778028,1,0.905531692,0.269792869,within contact bounds
2.0,2.42,S,S,S,S,S,energy outward,0.583485111707,1,0.905465337,0.270245045,within contact bounds
2.0,2.43,S,S,S,S,S,energy outward,0.585607706368,1,0.905399708,0.270696706,within contact bounds
2.0,2.44,S,S,S,S,S,energy outward,0.587716943619,1,0.905334656,0.271148701,within contact bounds
2.0,2.45,S,S,S,S,S,energy outward,0.589813204066,1,0.905269978,0.271600205,within contact bounds
2.0,2.46,S,S,S,S,S,energy outward,0.591896867444,1,0.905205926,0.272050878,within contact bounds
2.0,2.47,S,S,S,S,S,energy outward,0.593968312744,1,0.905142571,0.272501995,within contact bounds
2.0,2.48,S,S,S,S,S,energy outward,0.596027918344,1,0.905079847,0.272952842,within contact bounds
2.0,2.49,S,S,S,S,S,energy outward,0.598076062142,1,0.905017747,0.273403203,within contact bounds
2.0,2.50,S,S,S,S,S,energy outward,0.600113121684,1,0.904956038,0.273853079,within contact bounds
2.0,2.51,S,S,S,S,S,energy outward,0.602139474298,1,0.904894871,0.274302956,within contact bounds
2.0,2.52,S,S,S,S,S,energy outward,0.604155497230,1,0.904834407,0.274752678,within contact bounds
2.0,2.53,S,S,S,S,S,energy outward,0.606161567771,1,0.904774557,0.275201921,within contact bounds
2.0,2.54,S,S,S,S,S,energy outward,0.608158063397,1,0.904715316,0.275650685,within contact bounds
2.0,2.55,S,S,S,S,S,energy outward,0.610145361907,1,0.904656679,0.276099319,within contact bounds
2.0,2.56,S,S,S,S,S,energy outward,0.612123841553,1,0.904598391,0.276548267,within contact bounds
2.0,2.57,S,S,S,S,S,energy outward,0.614093881188,1,0.904540774,0.276996417,within contact bounds
2.0,2.58,S,S,S,S,S,energy outward,0.616055860402,1,0.904483758,0.277444094,within contact bounds
2.0,2.59,S,S,S,S,S,energy outward,0.618010159665,1,0.904427339,0.277891820,within contact bounds
2.0,2.60,S,S,S,S,S,energy outward,0.619957160471,1,0.904371514,0.278339575,within contact bounds
2.0,2.61,S,S,S,S,S,energy outward,0.621897245490,1,0.904316280,0.278786863,within contact bounds
2.0,2.62,S,S,S,S,S,energy outward,0.623830798709,1,0.904261604,0.279233361,within contact bounds
2.0,2.63,S,S,S,S,S,energy outward,0.625758205589,1,0.904207391,0.279680138,within contact bounds
2.0,2.64,S,S,S,S,S,energy outward,0.627679853217,1,0.904153766,0.280126842,within contact bounds
2.0,2.65,S,S,S,S,S,energy outward,0.629596130464,1,0.904100725,0.280573087,within contact bounds
2.0,2.66,S,S,S,S,S,energy outward,0.631507428144,1,0.904048266,0.281018872,within contact bounds
2.0,2.67,S,S,S,S,S,energy outward,0.633414139176,1,0.903996388,0.281464199,within contact bounds
2.0,2.68,S,S,S,S,S,energy outward,0.635316658754,1,0.903945087,0.281909721,within contact bounds
2.0,2.69,S,S,S,S,S,energy outward,0.637215384510,1,0.903894362,0.282355150,within contact bounds
2.0,2.70,S,S,S,S,S,energy outward,0.639110716697,1,0.903844245,0.282800000,within contact bounds
2.0,2.71,S,S,S,S,S,energy outward,0.641003058359,1,0.903794537,0.283244325,within contact bounds
2.0,2.72,S,S,S,S,S,energy outward,0.642892815516,1,0.903745402,0.283688792,within contact bounds
2.0,2.73,S,S,S,S,S,energy outward,0.644780397351,1,0.903696838,0.284133227,within contact bounds
2.0,2.74,S,S,S,S,S,energy outward,0.646666216400,1,0.903648843,0.284577217,within contact bounds
2.0,2.75,S,S,S,S,S,energy outward,0.648550688746,1,0.903601416,0.285020765,within contact bounds
2.0,2.76,S,S,S,S,S,energy outward,0.650434234228,1,0.903554554,0.285463871,within contact bounds
2.0,2.77,S,S,S,S,S,energy outward,0.652317276638,1,0.903508257,0.285906942,within contact bounds
2.0,2.78,S,S,S,S,S,energy outward,0.654200243941,1,0.903462522,0.286350170,within contact bounds
2.0,2.79,S,S,S,S,S,energy outward,0.656083568492,1,0.903417350,0.286792963,within contact bounds
2.0,2.80,S,S,S,S,S,energy outward,0.657967687261,1,0.903372737,0.287235322,within contact bounds
2.0,2.81,S,S,S,S,S,energy outward,0.659853042066,1,0.903328528,0.287676947,within contact bounds
2.0,2.82,S,S,S,S,S,energy after landing,0.747646683723,0,0.903284882,0.288119170,within contact bounds
